YOM,Brand,Car_Name,Kms_Driven,Fuel_Type,Owner_Type,Transmission_Type,Price_in_Lakhs,Emi_per_Month,Location
2014,Maruti,Maruti Swift VXI,45332,Petrol,1st owner,Manual,4.58,10188,Banglore
2014,Renault,Renault Duster 110 PS RXZ 4X4 MT DIESEL,106295,Diesel,1st owner,Manual,4.74,12482,Mumbai
2014,Hyundai,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,23922,Petrol,1st owner,Automatic,4.06,9031,Banglore
2014,Maruti,Maruti Celerio VXI AMT,102580,Petrol,1st owner,Manual,2.91,6478,New Delhi
2014,Honda,Honda Brio VX MT,69540,Petrol,2nd owner,Manual,2.87,6384,Mumbai
2014,Maruti,Maruti Alto 800 LXI,76697,Petrol,1st owner,Manual,2.61,5806,Banglore
2014,Honda,Honda City 1.5L I-VTEC SV,29321,Petrol,2nd owner,Manual,5.31,11812,Banglore
2014,Maruti,Maruti Ertiga VXI CNG,67840,CNG,1st owner,Manual,5.53,18368,Mumbai
2014,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,78629,Petrol,1st owner,Automatic,3.05,6785,Mumbai
2014,Maruti,Maruti Swift VXI,32533,Petrol,1st owner,Manual,4.6,10232,Banglore
2014,Maruti,Maruti Swift VXI,70712,Petrol,1st owner,Manual,3.46,7697,New Delhi
2014,Volkswagen,Volkswagen Vento HIGHLINE PETROL AT,68877,Petrol,1st owner,Automatic,4.11,9142,Hyderabad
2014,Renault,Renault Duster 85 PS RXL DIESEL,82677,Diesel,2nd owner,Manual,5.49,14457,Banglore
2014,Hyundai,Hyundai Xcent S 1.2,80130,Petrol,1st owner,Manual,3.92,8720,Banglore
2014,Maruti,Maruti Swift VXI,32389,Petrol,1st owner,Manual,3.7,8231,Hyderabad
2014,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,116147,CNG,2nd owner,Automatic,2.87,9533,New Delhi
2014,Maruti,Maruti Wagon R 1.0 LXI CNG,53940,CNG,1st owner,Manual,2.74,9101,New Delhi
2014,Hyundai,Hyundai Xcent S 1.2,69853,Petrol,1st owner,Manual,3.64,8104,Hyderabad
2014,Hyundai,Hyundai i20 SPORTZ 1.2,78713,Petrol,1st owner,Manual,2.79,6206,New Delhi
2014,Hyundai,Hyundai Xcent SX AT 1.2 (O),25599,Petrol,1st owner,Automatic,4.07,9053,Hyderabad
2014,Maruti,Maruti Wagon R 1.0 VXI,28435,Petrol,1st owner,Manual,2.86,6362,New Delhi
2014,Hyundai,Hyundai Elite i20 MAGNA 1.2,77153,Petrol,1st owner,Manual,3.52,7830,Hyderabad
2014,Volkswagen,Volkswagen Polo HIGHLINE1.5L,42971,Diesel,1st owner,Manual,4.9,12904,Banglore
2014,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,24818,Petrol,1st owner,Automatic,3.58,7964,New Delhi
2014,Maruti,Maruti Ertiga VDI,90881,Diesel,1st owner,Manual,6.72,17696,Banglore
